"id"	"label"	"degree"	"community"	"group"	"gene_type"	"description"
"AT1G26800"	"MPSR1"	1	11	11	"Target Gene"	"MPSR1 is  cytoplasmic E3 ligase that senses misfolded  proteins independently of chaperones and targets those proteins for degradation via the 26S proteasome."
"AT1G72920"	"AT1G72920"	2	2	2	"Target Gene"	"Toll-Interleukin-Resistance (TIR) domain family protein"
"AT2G29290"	"DEG14"	2	11	11	"Target Gene"	"NAD(P)-binding Rossmann-fold superfamily protein"
"AT4G19520"	"AT4G19520"	3	1	1	"Target Gene"	"disease resistance protein (TIR-NBS-LRR class) family"
"AT2G41705"	"FEX"	2	6	6	"Target Gene"	"Encodes a fluoride export protein."
"AT4G26320"	"AGP13"	1	4	4	"Target Gene"	"arabinogalactan protein 13"
"AT1G44350"	"ILR"	2	10	10	"Target Gene"	"encodes a protein similar to IAA amino acid conjugate hydrolase."
"AT3G06080"	"TBL10"	3	11	11	"Target Gene"	"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
"AT5G46490"	"AT5G46490"	1	1	1	"Target Gene"	"Disease resistance protein (TIR-NBS-LRR class) family"
"AT2G01850"	"EXGT-A3"	2	11	11	"Target Gene"	"EXGT-A3 has homology to xyloglucan endotransglucosylases/hydrolases (XTHs). Mutants in this gene show a lesion mimic phenotype associated with leaf maturation and a reduction in the number of tertiary veins. Individual tracheary elements in the mutants are shorter, but phloem transport activity is not severely affected. EXGT-A3 plays a role in xyloglucan degradation in the differentiating tracheary elements of rosette leaves. The mRNA is cell-to-cell mobile."
"AT5G52100"	"CRR1"	2	12	12	"Target Gene"	"Is essential for chloroplast NAD(P)H dehydrogenase activity, which is involved in electron transfer between PSII and PSI. Likely functions in biogenesis or stabilization of the NAD(P)H dehydrogenase complex. The mRNA is cell-to-cell mobile."
"AT1G19720"	"AT1G19720"	2	4	4	"Target Gene"	"Pentatricopeptide repeat (PPR-like) superfamily protein"
"AT4G24972"	"TPD1"	3	6	6	"Target Gene"	"Encodes a novel small protein which is similar to proteins of unknown function from other plant species. TPD1 is involved in cell specification during anther and pollen development. Identified in a screen for male steriles. Mutants lack tapetal cells and have an increased number of microsporocytes. Expressed in flower buds, leaves and young seedlings. In anthers, TPD1 is expressed throughout pollen development in parietal cells and sporocytes. Physically interacts with the LRR kinase EMS1 and that interaction results in phosphorylation of TPD1."
"AT5G24200"	"AT5G24200"	1	1	1	"Target Gene"	"alpha/beta-Hydrolases superfamily protein"
"AT3G62550"	"AT3G62550"	1	11	11	"Target Gene"	"Adenine nucleotide alpha hydrolases-like superfamily protein"
"AT1G65610"	"KOR2"	1	6	6	"Target Gene"	"Six-hairpin glycosidases superfamily protein"
"AT1G71140"	"DTX14"	2	10	10	"Target Gene"	"MATE transporter that can export the antibiotic norfloxacin."
"AT1G52000"	"AT1G52000"	1	13	13	"Target Gene"	"Mannose-binding lectin superfamily protein"
"AT1G66880"	"AT1G66880"	3	1	1	"Target Gene"	"Protein kinase superfamily protein"
"AT2G42530"	"COR15B"	1	16	16	"Target Gene"	"Encodes COR15B, a protein that protects chloroplast membranes during freezing."
"AT3G54150"	"EFD"	1	1	1	"Target Gene"	"Encodes a DNA methyltransferase required for pollen exine formation and male fertility via the regulation of callose wall and primexine formation."
"AT2G04040"	"DTX1"	4	6	6	"Target Gene"	"AtDTX1 (At2g04040) has been identified as a detoxifying efflux carrier for plant-derived antibiotics and other toxic compounds, including Cd2+.  Expression in rosette leaves is activated by high concentration of boron.Mistakenly referred to as At2g04070 in PMID:11739388."
"AT1G22370"	"UGT85A5"	1	2	2	"Target Gene"	"UDP-glucosyl transferase 85A5"
"AT1G32928"	"AT1G32928"	3	11	11	"Target Gene"	"Avr9/Cf-9 rapidly elicited protein"
"AT5G26920"	"CBP60G"	1	2	2	"Target Gene"	"Encodes a calmodulin-binding protein CBP60g (calmodulin binding protein 60-like.g).  The calmodulin-binding domain is located near the N-terminus"
"AT1G52820"	"AT1G52820"	2	10	10	"Target Gene"	"2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein"
"AT1G30410"	"ABCC12"	2	6	6	"Target Gene"	"member of MRP subfamily"
"AT2G29720"	"CTF2B"	2	2	2	"Target Gene"	"Encodes CTF2B."
"AT4G18780"	"IRX1"	1	13	13	"Target Gene"	"Encodes a member of the cellulose synthase family involved in secondary cell wall biosynthesis. Mutants have abnormal xylem formation, reduced cellulose content, and enhanced drought and osmotic stress tolerance.  Mediates resistance towards bacterial pathogens via ABA. Confers resistance towards bacterial and fungal pathogens, independent of salicylic acid, ethylene and jasmonate signaling."
"AT1G69325"	"AT1G69325"	1	26	26	"Target Gene"	"Remorin family protein"
"AT1G19770"	"PUP14"	2	2	2	"Target Gene"	"Member of a family of proteins related to PUP1, a purine transporter. May be involved in the transport of purine and purine derivatives such as cytokinins, across the plasma membrane. The mRNA is cell-to-cell mobile."
"AT4G19530"	"AT4G19530"	3	7	7	"Target Gene"	"Encodes a TIR-NB-LRR resistance protein.  Transient expression in tobacco induces cell death."
"AT1G44800"	"SIAR1"	1	9	9	"Target Gene"	"Encodes Siliques Are Red 1 (SIAR1). Functions as a bidirectional amino acid transporter that is crucial for the amino acid homeostasis of siliques. Member of nodulin MtN21-like transporter family."
"AT3G16330"	"AT3G16330"	2	6	6	"Target Gene"	"Avr9/Cf-9 rapidly elicited protein"
"AT3G51450"	"AT3G51450"	1	10	10	"Target Gene"	"Calcium-dependent phosphotriesterase superfamily protein"
"AT2G41100"	"TCH3"	3	1	1	"Target Gene"	"encodes a calmodulin-like protein, with six potential calcium binding domains. Calcium binding shown by Ca(2+)-specific shift in electrophoretic mobility. Expression induced by touch and darkness. Expression may also be developmentally controlled. Expression in growing regions of roots, vascular tissue, root/shoot junctions, trichomes, branch points of the shoot, and regions of siliques and flowers. The mRNA is cell-to-cell mobile."
"AT3G22550"	"AT3G22550"	1	2	2	"Target Gene"	"NAD(P)H-quinone oxidoreductase subunit, putative (DUF581)"
"AT3G16450"	"JAL33"	2	6	6	"Target Gene"	"Mannose-binding lectin superfamily protein"
"AT3G54500"	"LNK2"	1	6	6	"Target Gene"	"Member of a small family (4 proteins) in Arabidopsis that have some overlap in function. LNK2 along with LNK1  functions in the integration of light signaling and circadian clock. It is regulated by  the clock TOC1 complex. Functions as a transcriptional coactivator."
"AT4G21510"	"FBS2"	3	11	11	"Target Gene"	"F-box family protein"
"AT1G74710"	"EDS16"	1	1	1	"Target Gene"	"Encodes a protein with isochorismate synthase activity. Mutants fail to accumulate salicylic acid.  Its function may be redundant with that of ICS2 (AT1G18870)."
"AT2G46750"	" L -GULL"	3	13	13	"Target Gene"	"Encodes a homolog of rat L-gulono-1,4-lactone (L-GulL) oxidase that is involved in the biosynthesis of L-ascorbic acid."
"AT3G12965"	"SORF23"	1	4	4	"Target Gene"	"Has been identified as a translated small open reading frame by ribosome profiling."
"AT1G64390"	"GH9C2"	2	15	15	"Target Gene"	"glycosyl hydrolase 9C2"
"AT4G10270"	"WIP4"	3	2	2	"Target Gene"	"Member of the wound-induced polypeptide (WIP) family."
"AT1G49500"	"AT1G49500"	4	11	11	"Target Gene"	"transcription initiation factor TFIID subunit 1b-like protein"
"AT1G77530"	"AT1G77530"	1	13	13	"Target Gene"	"O-methyltransferase family protein"
"AT5G58550"	"EOL2"	1	4	4	"Target Gene"	"Encodes a paralog of ETO1, which is a negative regulator of ACS5 (a key enzyme in ethylene biosynthesis pathway). EOL2 also interacts with and inhibits the activity of ACS5."
"AT1G60590"	"AT1G60590"	1	6	6	"Target Gene"	"Pectin lyase-like superfamily protein"
"AT1G03610"	"AT1G03610"	5	11	11	"Target Gene"	"plant/protein (DUF789)"
"AT5G51550"	"EXL3"	1	7	7	"Target Gene"	"EXORDIUM like 3"
"AT4G22517"	"AT4G22517"	1	4	4	"Target Gene"	"Encodes a Protease inhibitor/seed storage/LTP family protein"
"AT1G66930"	"LRK10L2"	1	9	9	"Target Gene"	"Protein kinase superfamily protein"
"AT2G38210"	"PDX1L4"	1	28	28	"Target Gene"	"putative PDX1-like protein 4"
"AT2G38820"	"AT2G38820"	4	11	11	"Target Gene"	"DNA-directed RNA polymerase subunit beta-beta protein, putative (DUF506)"
"AT2G23680"	"AT2G23680"	2	12	12	"Target Gene"	"Cold acclimation protein WCOR413 family"
"AT1G67110"	"CYP735A2"	1	6	6	"Target Gene"	"cytochrome P450, family 735, subfamily A, polypeptide 2"
"AT5G24890"	"AT5G24890"	5	12	12	"Target Gene"	"stress response NST1-like protein"
"AT4G02075"	"PIT1"	1	2	2	"Target Gene"	"RING/FYVE/PHD zinc finger superfamily protein"
"AT3G52072"	"AT3G52072"	3	12	12	"Target Gene"	"Natural antisense transcript overlaps with AT3G52070"
"AT2G36970"	"AT2G36970"	1	6	6	"Target Gene"	"UDP-Glycosyltransferase superfamily protein"
"AT3G09925"	"AT3G09925"	1	6	6	"Target Gene"	"Pollen Ole e 1 allergen and extensin family protein"
"AT2G29300"	"AT2G29300"	2	11	11	"Target Gene"	"NAD(P)-binding Rossmann-fold superfamily protein"
"AT1G69840"	"ATHIR1"	1	2	2	"Target Gene"	"SPFH/Band 7/PHB domain-containing membrane-associated protein family"
"AT3G19700"	"IKU2"	2	8	8	"Target Gene"	"Encodes leucine rich repeat (LRR) kinase.  Iku2-3 identified in a screen for mutants with abnormal endosperm. Sporophytic recessive mutants have reduced embryo and endosperm size. Seed size is also reduced and the shape is abnormal suggesting an interaction between the endosperm and cell elongation in the integuments."
"AT2G48075"	"AT2G48075"	1	4	4	"Target Gene"	"hypothetical protein"
"AT3G21550"	"DMP2"	1	15	15	"Target Gene"	"transmembrane protein, putative (DUF679 domain membrane protein 2)"
"AT2G17450"	"RHA3A"	2	7	7	"Target Gene"	"Encodes a putative RING-H2 finger protein RHA3a."
"AT1G58180"	"BCA6"	2	14	14	"Target Gene"	"beta carbonic anhydrase 6"
"AT3G55110"	"ABCG18"	2	2	2	"Target Gene"	"ABC-2 type transporter family protein"
"AT1G65500"	"STMP6"	1	18	18	"Target Gene"	"Secreted peptide which functions in plant growth and pathogen defense."
"AT5G56100"	"AT5G56100"	2	12	12	"Target Gene"	"glycine-rich protein / oleosin"
"AT1G22570"	"AT1G22570"	1	11	11	"Target Gene"	"Major facilitator superfamily protein"
"AT1G67810"	"SUFE2"	1	15	15	"Target Gene"	"Encodes a protein capable of stimulating the cysteine desulfurase activity of CpNifS (AT1G08490) in vitro. SufE2:GFP localizes to the chloroplasts where it is likely to play a role in iron-sulfur cluster assembly. Transcript levels for this gene are high in the pollen relative to other organs based on RT-PCR analysis. The mRNA is cell-to-cell mobile."
"AT4G13510"	"AMT1;1"	1	20	20	"Target Gene"	"Encodes a plasma membrane localized ammonium transporter.  Contains a cytosolic trans-activation domain essential for ammonium uptake. The mRNA is cell-to-cell mobile."
"AT5G25250"	"FLOT1"	3	2	2	"Target Gene"	"Encodes a protein that is involved in a membrane microdomain-dependent, but clathrin-independent, endocytic pathway required  for optimal seedling development. The mRNA is cell-to-cell mobile."
"AT5G13150"	"EXO70C1"	3	15	15	"Target Gene"	"A member of EXO70 gene family, putative exocyst subunits, conserved in land plants. Arabidopsis thaliana contains 23 putative EXO70 genes, which can be classified into eight clusters on the phylogenetic tree. This particular member is expressed in pollen and, together with EXO70C2, is involved in pollen tube elongation. Found in the cytoplasm and surprisingly, not found in the plasma membrane."
"AT1G32450"	"NPF7.3"	1	6	6	"Target Gene"	"Transmembrane nitrate transporter. Involved in xylem transport of nitrate from root to shoot. Induced in response to high and low concentrations of nitrate. Not involved in nitrate uptake. Expressed in root pericycle cells under the control of MYB59. Also functions as a proton-coupled H+/K+ antiporter for K+ loading into the xylem."
"AT5G02480"	"AT5G02480"	1	6	6	"Target Gene"	"HSP20-like chaperones superfamily protein"
"AT5G54720"	"AT5G54720"	1	2	2	"Target Gene"	"Ankyrin repeat family protein"
"AT3G18773"	"ATL77"	3	7	7	"Target Gene"	"RING/U-box superfamily protein"
"AT5G35735"	"AT5G35735"	2	12	12	"Target Gene"	"Auxin-responsive family protein"
"AT1G70290"	"TPS8"	4	11	11	"Target Gene"	"Encodes an enzyme putatively involved in trehalose biosynthesis. Though the protein has both trehalose-6-phosphate synthase (TPS)-like and trehalose-6-phosphate phosphatase (TPP)-like domains, neither activity has been detected in enzymatic assays nor has the protein been able to complement yeast TPS or TPP mutants."
"AT5G01015"	"AT5G01015"	1	16	16	"Target Gene"	"transmembrane protein"
"AT4G26290"	"AT4G26290"	1	2	2	"Target Gene"	"hypothetical protein"
"AT1G42550"	"PMI1"	1	2	2	"Target Gene"	"Encodes a plant-specific protein of unknown function that appears to be conserved among angiosperms. The mRNA is cell-to-cell mobile."
"AT1G47400"	"FEP3"	2	6	6	"Target Gene"	"Involved in regulation of iron deficiency response genes. Overexpression results in hyperaccumulation of Fe and Mn."
"AT5G49360"	"BXL1"	4	11	11	"Target Gene"	"Encodes a bifunctional {beta}-D-xylosidase/{alpha}-L-arabinofuranosidase required for pectic arabinan modification.  Located in the extracellular matrix. Gene is expressed specifically in tissues undergoing secondary wall thickening. This is a member of glycosyl hydrolase family 3 and has six other closely related members."
"AT2G36780"	"AT2G36780"	1	4	4	"Target Gene"	"UDP-Glycosyltransferase superfamily protein"
"AT5G19260"	"FAF3"	1	12	12	"Target Gene"	"A member of the FAF family proteins encoded by the FANTASTIC FOUR (FAF) genes:   AT4G02810 (FAF1), AT1G03170 (FAF2), AT5G19260 (FAF3) and AT3G06020 (FAF4).  FAFs have the potential to regulate shoot meristem size in Arabidopsis thaliana. FAFs can repress WUS, which ultimately leads to an arrest of meristem activity in FAF overexpressing lines."
"AT3G13000"	"AT3G13000"	2	6	6	"Target Gene"	"ubiquinone biosynthesis protein (Protein of unknown function, DUF547)"
"AT3G10525"	"LGO"	1	13	13	"Target Gene"	"Encodes LGO (loss of giant cells from organs) required for endoreduplication in sepal giant cell formation.  Giant cells in both leaves and sepals are absent in lgo mutants.  LGO is a member of a plant specific cell cycle inhibitor family SIAMESE and was originally named as SMR1(SIAMESE RELATED 1)."
"AT3G49668"	"AT3G49668"	1	2	2	"Target Gene"	"Natural antisense transcript overlaps with AT3G49670"
"AT3G49790"	"AT3G49790"	4	11	11	"Target Gene"	"Carbohydrate-binding protein"
"AT1G65970"	"TPX2"	1	23	23	"Target Gene"	"thioredoxin-dependent peroxidase 2"
"AT3G22120"	"CWLP"	1	9	9	"Target Gene"	"Cell wall-plasma membrane linker protein homolog (CWLP)"
"AT4G11210"	"AT4G11210"	1	3	3	"Target Gene"	"Disease resistance-responsive (dirigent-like protein) family protein"
"AT3G62020"	"GLP10"	1	2	2	"Target Gene"	"germin-like protein (GLP10)"
"AT1G23870"	"TPS9"	2	11	11	"Target Gene"	"Encodes an enzyme putatively involved in trehalose biosynthesis. The protein has a trehalose synthase (TPS)-like domain that may or may not be active as well as a trehalose phosphatase (TPP)-like domain. The mRNA is cell-to-cell mobile."
"AT5G49340"	"TBL4"	1	4	4	"Target Gene"	"Encodes a member of the TBL (TRICHOME BIREFRINGENCE-LIKE) gene family containing a plant-specific DUF231 (domain of unknown function) domain. TBL gene family has 46 members, two of which (TBR/AT5G06700 and TBL3/AT5G01360) have been shown to be involved in the synthesis and deposition of secondary wall cellulose, presumably by influencing the esterification state of pectic polymers. A nomenclature for this gene family has been proposed (Volker Bischoff & Wolf Scheible, 2010, personal communication)."
"AT5G44420"	"PDF1.2"	1	14	14	"Target Gene"	"Encodes an ethylene- and jasmonate-responsive plant defensin. mRNA levels are not responsive to salicylic acid treatment"
"AT3G15450"	"AT3G15450"	4	11	11	"Target Gene"	"aluminum induced protein with YGL and LRDR motifs"
"AT3G44540"	"FAR4"	1	6	6	"Target Gene"	"Encodes a member of the eight-member gene family encoding alcohol-forming fatty acyl-CoA reductases (FARs) identified in Arabidopsis thaliana.  Three of the FARs, FAR1 (At5g22500), FAR4 (At3g44540) and FAR5 (At3g44550), are shown to generate the fatty alcohols found in root, seed coat, and wound-induced leaf tissue. The mRNA is cell-to-cell mobile."
"AT2G33790"	"AGP30"	3	14	14	"Target Gene"	"pollen Ole e 1 allergen protein containing 14.6% proline residues, similar to arabinogalactan protein (Daucus carota) GI:11322245, SP:Q03211 Pistil-specific extensin-like protein precursor (PELP) {Nicotiana tabacum}"
